image_id,healthy,multiple_diseases,rust,scab
Test_41,1.0641749772234216e-05,0.008207862680239321,0.9917803136415616,1.181928426988056e-06
Test_42,3.110066164431357e-06,0.00011354710329942452,9.973592721053805e-11,0.9998833427308005
Test_43,3.616720205410873e-07,2.9620436793698048e-05,0.9999700176172441,2.7394166714815813e-10
Test_44,6.550500244683115e-05,0.9352616781256294,2.052205376937225e-05,0.06465229481815404
Test_45,3.064481227177874e-06,0.0005825978835051725,1.1415854772325398e-09,0.9994143364936823
Test_46,0.9506893625783345,0.005341130352837832,2.719346931910749e-05,0.043942313599508544
Test_47,8.206171989605477e-07,7.517001958517842e-06,0.9999916617707691,6.10073137927044e-10
Test_48,6.327992034039658e-07,2.9311624796152903e-05,0.9999700542656302,1.3103702512987482e-09
Test_49,9.216145156896278e-11,7.302254743701445e-08,0.9999999268852617,3.003804637707556e-14
Test_50,7.160559016789646e-07,0.017609743865583068,0.9823894065998043,1.3347871045163602e-07
Test_51,7.778102885001578e-08,4.92387792243468e-05,0.9999506827007064,7.390394754447957e-10
Test_52,7.761902583230163e-07,0.00024810422973115166,0.9997511136654061,5.914603819424693e-09
Test_53,4.6481511351185475e-09,1.0624294846739047e-06,0.9999989329167844,5.57960828911457e-12
Test_54,2.055708961174052e-08,0.9999956369935472,1.4537017938133426e-07,4.1970791842627825e-06
Test_55,2.769245940758161e-06,9.158002797164101e-05,9.0733238479125e-11,0.9999056506353542
Test_56,1.7763842209339876e-06,5.500446416710481e-05,8.69304979864784e-11,0.9999432190646814
Test_57,0.9999938849130674,3.6540106528278804e-06,8.069578214041022e-08,2.3803804979898287e-06
Test_58,2.086379436159478e-06,3.0150222371118878e-05,1.7417726226276354e-11,0.9999677633807753
Test_59,0.00024321187392125008,0.03932021723569628,0.9603987267909073,3.7844099475395036e-05
Test_60,6.619438962351842e-08,9.144281258423363e-05,8.861394783535608e-12,0.9999084909841651
Test_61,0.99990238288784,4.635624881374178e-05,1.3459344483498575e-07,5.1126269901704025e-05
Test_62,0.00022598087856574964,0.5790645003821667,0.0006124610901571476,0.42009705764911026
Test_63,1.3560133686586995e-05,0.0003106443135705174,1.2387814532989148e-09,0.9996757943139609
Test_64,0.006987946664825159,0.001795624889533727,1.4352922878754485e-06,0.991214993153353
Test_65,2.0193208662630003e-07,4.050399564744854e-05,0.9999592934759989,5.962677235494815e-10
Test_66,0.999999794125493,1.0280514201458875e-07,3.7073860821364103e-08,6.59955042701887e-08
Test_67,1.0269224321052075e-06,2.5575923715000653e-05,0.9999733833658528,1.3787999953912521e-08
Test_68,1.20866744970415e-06,0.06301811612045188,1.9463401501125357e-07,0.9369804805780833
Test_69,2.5112879509723585e-08,9.900620462220666e-06,0.9999900741774799,8.917814984884916e-11
Test_70,3.694909958362207e-05,0.014911766528756629,2.2383238673978014e-07,0.9850510605392726
Test_71,9.488455972523422e-07,0.00021138058316820435,0.9997876588078908,1.1763343926146866e-08
Test_72,2.175407266760473e-07,2.107761432826558e-05,6.862392649261962e-12,0.999978704838082
Test_73,0.9999996430322147,2.482076877216509e-07,6.98539638502461e-09,1.0177470119725499e-07
Test_74,0.8347867943755952,0.01860893512466107,2.282897607093974e-05,0.14658144152367295
Test_75,1.1480674174636878e-06,2.7367739691276513e-05,6.311293757495759e-11,0.9999714841297787
Test_76,0.998117867859917,0.0005810412758161024,3.607823863644922e-06,0.0012974830404029359
Test_77,1.7065049334894867e-08,4.785055624206261e-06,0.9999951978198001,5.952678131382538e-11
Test_78,5.496672706870476e-06,0.0004282375123899812,2.2305055287863467e-09,0.9995662635843978
Test_79,3.8819267302055147e-05,0.0008001084890706175,8.587157172149714e-09,0.9991610636564703
Test_80,9.150173378770229e-06,0.9770840292274474,0.022391922498926808,0.0005148981002468277
Test_81,5.896788140040663e-05,0.4139120951250474,0.5860025703199409,2.6366673611256003e-05
Test_82,0.0029261496067476485,0.6964973694660903,0.03619697478861054,0.2643795061385516
Test_83,1.47123897268645e-05,0.9401755386463492,0.05659728545835353,0.003212463505570564
Test_84,1.9747582121134546e-05,0.00016145260192306185,2.9460463581774606e-09,0.9998187968699094
Test_85,2.096310370965569e-06,0.0029699217065194475,1.106593741140419e-08,0.9970279709171723
Test_86,0.000329806358602759,0.020628779559927098,0.9790223606462426,1.905343522761588e-05
Test_87,0.01681889855083626,0.9594325601368243,0.0025532265200247373,0.021195314792314405
Test_88,7.171927852695879e-06,0.0032928445278305753,6.291674925477639e-08,0.9966999206275672
Test_89,0.11663137930571972,0.1074317794506667,1.852959382522005e-05,0.7759183116497883
Test_90,4.1361462893942377e-07,2.941364784076311e-05,0.9999701711509893,1.5865412911962292e-09
Test_91,0.9999990168007662,5.554256367584102e-07,4.4064234376289033e-10,4.273329554090642e-07
Test_92,0.9999994520348165,4.4622296648934125e-07,2.2031634380168184e-08,7.971058209348717e-08
Test_93,4.921403588313998e-08,5.2423768762694195e-06,0.999994708356121,5.296686491206991e-11
Test_94,7.519716223572603e-08,3.461042071554866e-05,2.4936346071862717e-12,0.999965314379628
Test_95,0.9995723250075826,0.00041422849226650695,2.604987151955814e-06,1.0841512999247233e-05
Test_96,5.817887500570265e-06,0.0003319999777864781,1.2089370773782845e-09,0.9996621809257757
Test_97,0.9999862057678378,1.0481238042596924e-05,6.090754771215022e-08,3.252086571927337e-06
Test_98,0.00024889598801237055,0.25573239789305774,5.425477735860316e-05,0.7439644513415713
Test_99,2.4830364173265092e-05,0.0007112717249761157,9.555790970740439e-09,0.9992638883550592
Test_100,4.206979494555723e-06,7.403562218919438e-05,8.567708588711507e-11,0.9999217573126391
Test_101,0.0011164571408843848,0.0002436994045076015,1.8792795308756267e-08,0.9986398246618128
Test_102,8.713461213755473e-06,0.00015580132314120795,1.2932407729864943e-09,0.9998354839224041
Test_103,6.037136587078538e-05,0.00013989614900961232,1.8196730200438112e-09,0.9997997306654465
Test_104,1.7690433681959057e-06,0.000760618771559951,3.3346813086028984e-10,0.9992376118516038
Test_105,2.8940940419529573e-05,0.0014260940467365987,2.123560339219979e-08,0.9985449437772405
Test_106,0.9998659637018783,0.00012366194657819745,5.255580921572677e-06,5.118770621640786e-06
Test_107,0.0003171384357872917,0.034574168010097904,0.9650149645519159,9.372900219896277e-05
Test_108,1.909029723153125e-05,0.05010419008549163,1.9446722840808234e-07,0.9498765251500483
Test_109,0.00019611046360004173,0.06438721139984982,1.4258640243590957e-06,0.9354152522725258
Test_110,0.11893948290508875,0.867433540734827,0.0012989984547714804,0.012327977905312579
Test_111,0.6663736798311907,0.0028205139101367296,2.0654392466325114e-05,0.3307851518662062
Test_112,7.851513368818258e-05,0.018319952008558,0.9815918979390676,9.634918686491932e-06
Test_113,0.018198242727798096,0.5596700349646887,0.39213952887223574,0.029992193435277627
Test_114,0.00034911704920039937,0.24123280573960598,0.0002146286598716513,0.7582034485513219
Test_115,4.433993166113326e-06,0.0005784480045324052,0.9994170321022564,8.590004482525322e-08
Test_116,0.0005382054324209499,0.008076747488380429,0.9912372494415529,0.0001477976376458437
Test_117,4.7753603076285494e-06,0.026666431769653616,0.9733271489099808,1.643960058255469e-06
Test_118,2.1464587580388446e-08,1.4528405142386516e-06,0.9999985256865124,8.385195866048601e-12
Test_119,0.9999953280445576,3.4748837577389835e-06,4.852186689069619e-08,1.1485498173007957e-06
Test_120,4.80407260491737e-08,1.5620686073324697e-05,0.999984331137932,1.3526918777284407e-10
Test_121,9.474354770502512e-06,0.046522456410185486,0.9534592044638796,8.864771164000121e-06
Test_122,1.5467066344366283e-05,0.015598463830332995,0.9843804308494117,5.638253910972093e-06
Test_123,1.9792994464901453e-08,5.551702353247637e-06,0.9999944284585649,4.6086647118571277e-11
Test_124,1.6865333727729705e-06,7.1425704420642e-05,3.497761953515208e-11,0.9999268877272287
Test_125,3.7471317703217e-05,0.9948532419709263,0.0012456783717940667,0.0038636083395759634
Test_126,0.9999986686448172,7.706370896653662e-07,1.875817146831994e-08,5.419599214520877e-07
Test_127,5.645146515711887e-05,0.00017933780984763574,3.928448536803763e-09,0.9997642067965471
Test_128,0.00029788622156253175,0.8944667555102923,0.058431878186390784,0.046803480081754424
Test_129,3.886740116467539e-07,0.0007513763760131048,0.999248199309035,3.5640940424171014e-08
Test_130,1.0727153886379628e-06,0.0003831023395177887,5.145516011643586e-10,0.9996158244305422
Test_131,3.2079961245766528e-06,9.298763979807155e-05,7.599403383418667e-11,0.9999038042880832
Test_132,0.9999999887884032,5.7809734908178465e-09,2.9387715780573694e-09,2.4918515633062225e-09
Test_133,2.4374817924631356e-06,0.001268294560795592,3.6836563355790933e-10,0.9987292675890466
Test_134,0.9999828565469471,5.771028782864905e-06,4.868223753921711e-07,1.0885601895022416e-05
Test_135,5.890726992852106e-07,0.00015020750911264055,0.9998491703330231,3.30851644522693e-08
Test_136,3.071647536600543e-09,9.965478345047002e-06,4.464898188997557e-14,0.9999900314499628
Test_137,3.0334483765111685e-06,0.00016093092905286298,0.9998360208322309,1.4790339727259158e-08
Test_138,6.615973743270212e-06,0.0009198987897244672,0.9990733725033458,1.1273318701757597e-07
Test_139,0.9999999848633563,6.8481856449189934e-09,3.912732785204948e-09,4.375726159378055e-09
Test_140,0.00032618888773093606,0.00027472305294105447,0.9993979735731024,1.1144862260300471e-06
Test_141,1.1570132854633269e-07,6.480688492775454e-06,6.481425649844049e-13,0.9999934036095309
Test_142,1.7188960723765166e-06,3.2874695313529305e-05,3.1312719663495533e-11,0.9999654063773014
Test_143,0.00023778773977055972,0.0010223280260741017,3.239326648486561e-08,0.9987398518408884
Test_144,0.9999932496508779,3.584786073681303e-06,3.57603607472644e-08,3.1298026880339314e-06
Test_145,9.125284597419914e-05,0.018115715164705504,2.3172719869631955e-07,0.9817928002621217
Test_146,1.6411161111003137e-08,2.6097801662344738e-06,0.9999973737820979,2.657510269416516e-11
Test_147,5.364816035175284e-06,0.02307476981197355,0.9769158594068148,4.005965176357561e-06
Test_148,0.9999540834501154,5.826750223384956e-06,7.527492009415374e-08,4.001452474085426e-05
Test_149,0.002448762769882191,0.054353636627477143,0.9391934518984218,0.0040041487042190415
Test_150,4.907010201454235e-06,0.00031674156119753896,4.3895592260859246e-10,0.9996783509896453
Test_151,1.1978314287686454e-08,3.349249616866795e-07,0.9999996530944448,2.2792622326963923e-12
Test_152,0.0010010346346850149,0.18324684153238022,0.8155815110755833,0.000170612757351261
Test_153,2.9660038456659914e-07,1.1760546807273095e-05,3.985993964562251e-12,0.9999879428488218
Test_154,0.000779706663074363,0.17191667929728405,0.8268246856437219,0.0004789283959193793
Test_155,3.7293632851010315e-06,0.005645078836838086,0.9943509740617422,2.1773813481872738e-07
Test_156,1.2531934342114813e-06,3.8223979047011834e-05,2.5254144241031846e-11,0.9999605228022643
Test_157,0.10352577225326057,0.07317972031766011,0.003264492420768806,0.8200300150083104
Test_158,4.491246865782899e-06,0.00016281945062833025,1.215218143907227e-10,0.9998326891809842
Test_159,5.665911416676652e-05,0.09110984390458987,0.9088279567757477,5.5402054956695305e-06
Test_160,0.9999999615646,1.420325471556003e-08,1.9945185449809627e-08,4.2869606170071275e-09
Test_161,3.1094248186413846e-06,0.0054494610054018995,7.57181112120518e-09,0.9945474219979683
Test_162,3.4078038023737274e-10,1.3902500495226539e-07,0.9999998606341254,8.86009129121231e-14
Test_163,4.4496073262619325e-06,0.0028744150706877954,0.9971207900758448,3.452461411548809e-07
Test_164,8.736559618764408e-05,0.009917440798666124,8.916300989209683e-07,0.9899943019750472
Test_165,7.356066636844818e-07,0.000243145959137063,5.114506477102455e-11,0.9997561183830543
Test_166,1.2927834288547742e-09,3.8761634572425267e-07,0.9999996110901084,7.620794278470156e-13
Test_167,2.628922813502156e-05,0.007239574899627467,0.9927325123335613,1.6235386762279867e-06
Test_168,0.0009742176009149659,0.387940408416621,0.6108183668207071,0.00026700716175705094
Test_169,4.260845085594983e-07,9.027922550326725e-06,0.9999905456404182,3.5252331844898625e-10
Test_170,0.0004768052507788131,0.004525885440753229,1.0393306276528338e-07,0.994997205375405
Test_171,1.7091449916647684e-07,4.571536063233121e-05,0.9999541130599461,6.649224963554913e-10
Test_172,7.898223810397969e-05,0.9001371922806627,0.099463320196042,0.0003205052851914837
Test_173,1.9851129212909735e-10,4.5493241502731897e-07,0.9999995448688092,2.65423330974322e-13
Test_174,3.942028816148409e-06,0.00010171788133050219,2.611926640262481e-10,0.9998943398286609
Test_175,0.9831526555743884,0.016633306114062277,3.5519006722911266e-05,0.00017851930482643997
Test_176,3.340031646656244e-08,6.833535014096233e-07,0.9999992832166147,2.9566482020996674e-11
Test_177,4.591814706215608e-06,8.390003174908403e-05,2.1441963211255122e-10,0.9999115079391252
Test_178,4.9107397512994005e-08,5.28966284611778e-06,2.2630053943998566e-13,0.9999946612295304
Test_179,0.0005014893740923334,0.03930249359967789,0.959993927698819,0.00020208932741056906
Test_180,1.539196923218376e-06,0.0022922868061507513,0.9977061184320355,5.556489085650335e-08
Test_181,1.3540285193174904e-05,0.00033923202296075756,1.2669162901336728e-09,0.9996472264249295
Test_182,5.049835331919869e-07,0.0001280425488257033,0.9998714427161989,9.751441968499067e-09
Test_183,0.9999381772447633,2.5804866985754353e-05,1.202066782557937e-07,3.589768157222145e-05
Test_184,0.00014412402932583202,0.0011077570600120379,6.508382007366426e-08,0.9987480538268422
Test_185,1.1080506628138845e-06,0.00017337704113674262,2.3216478853625377e-10,0.9998255146760361
Test_186,2.0169850882819833e-05,0.00770393658242804,9.692373091846649e-08,0.9922757966429586
Test_187,5.12760019201877e-09,1.2193367355726452e-06,0.9999987755305231,5.1405722969028576e-12
Test_188,3.770341130346357e-09,3.060548391448496e-07,0.9999996901734907,1.329083878580225e-12
Test_189,0.9999687229567356,9.85895469110893e-06,6.150867372684164e-08,2.1356579899817683e-05
Test_190,3.1161712383291722e-06,0.00030860868383584996,0.9996882072452266,6.789969927328985e-08
Test_191,6.540976290187515e-07,0.0018990541129252241,0.9981002712625126,2.0526933552779165e-08
Test_192,0.0005571484259425389,0.9893098797401285,0.009996601291550089,0.00013637054237881297
Test_193,6.359126747749994e-08,1.1722939408151285e-05,0.9999882132956082,1.7371658580637338e-10
Test_194,1.5519013710829277e-08,0.999955045910452,3.636775177436331e-05,8.570818760098548e-06
Test_195,0.9997071032690062,0.00014183411277834005,6.691566292989497e-08,0.0001509957025527103
Test_196,8.277207876995403e-08,4.796251566298685e-05,4.20028850562686e-12,0.9999519547080589
Test_197,0.0007276712323664201,0.24881636517632172,0.7489357985377475,0.0015201650535642177
Test_198,5.212131645195252e-07,1.5129043174509217e-05,1.3495497825253555e-11,0.9999843497301655
Test_199,0.00010430900619141012,0.027812477037457352,0.972080152723974,3.061232377890504e-06
Test_200,7.890721988019802e-06,0.0005857784892340683,0.9994062101051207,1.2068365751325e-07
Test_201,1.3433188356148685e-05,0.0700184087632444,4.0952073635383605e-06,0.9299640628410358
Test_202,8.603068192170941e-05,0.14120817738069594,0.8582660166667185,0.00043977527066373974
Test_203,6.245303317316699e-06,0.0004986432852158483,0.9994950361444775,7.526698949990363e-08
Test_204,0.0001150456686397182,0.04563808977624479,8.594605645285392e-06,0.9542382699494703
Test_205,3.101481887936468e-07,1.9273864789210575e-05,7.852074178297695e-12,0.9999804159791694
Test_206,9.060483471858895e-06,0.0001249962825195065,2.311244860441746e-10,0.9998659430028841
Test_207,3.4662722801308526e-05,0.0017430127745343836,0.9982189370586511,3.3874440134078043e-06
Test_208,8.336538718587495e-07,1.7337774621147486e-05,1.1403995962109682e-11,0.9999818285601032
Test_209,1.0536895202815556e-05,0.009258822128220167,0.9907272171383357,3.4238382416335233e-06
Test_210,8.249917322794328e-07,0.0003561257508398463,6.566131792371006e-11,0.9996430491917667
Test_211,6.924938299157526e-08,0.9999897419539752,2.251291221068137e-06,7.93750542052253e-06
Test_212,2.943850350743388e-09,4.082696485268224e-07,0.9999995887852073,1.2942617444825282e-12
Test_213,2.309317846903083e-06,0.0018624601351453155,0.9981350825809476,1.4796605989819286e-07
Test_214,4.492536902033409e-06,0.0002474250707635983,0.9997479661536561,1.1623867791196694e-07
Test_215,0.00023478146959059884,0.001567370126676617,9.80079760824196e-08,0.998197750395757
Test_216,0.9999935469144555,3.106509203282655e-06,3.331583730129183e-08,3.3132605035721433e-06
Test_217,1.184629598587775e-06,0.00022281693330783027,1.5266567460833961e-10,0.9997759982844275
Test_218,0.9999981346131139,3.813345903221701e-07,1.2034367284358362e-08,1.4720179285152676e-06
Test_219,5.50688270152933e-09,5.616118024800807e-06,0.9999943783641203,1.0971997642711555e-11
Test_220,1.072571488137865e-06,0.0001325152342263569,8.624914263479216e-11,0.9998664121080363
Test_221,0.0037054053307986946,0.1557344547195474,1.681200622837456e-05,0.8405433279434256
Test_222,4.319342458692258e-08,9.349814662424393e-06,0.9999906067669455,2.249684278406667e-10
Test_223,2.62255228408758e-06,0.00011784166470588486,0.9998795125492059,2.3233803891025838e-08
Test_224,0.0005731318756052557,0.8869934679769089,0.015312374499335266,0.0971210256481506
Test_225,0.9883565334765386,0.011124140169245629,0.00011020406556865397,0.00040912228864740344
Test_226,0.00013883194416346642,0.011238463855784224,0.9886113451638551,1.1359036197857035e-05
Test_227,3.36096504971844e-06,0.0002063816539566454,1.518851786149126e-10,0.9997902572291087
Test_228,4.414626196381242e-09,2.290973886104928e-06,0.9999977046040185,7.470184912406841e-12
Test_229,7.156435532252797e-07,0.00015192332485162663,0.9998473409975077,2.0034087529323032e-08
Test_230,4.048412631422989e-05,0.029784829237441524,1.8216318838908887e-06,0.9701728650043606
Test_231,4.573245018953591e-07,1.7556488441109024e-05,6.5720923314036315e-12,0.9999819861804851
Test_232,0.9999999864796634,6.47599490592819e-09,4.175360879721649e-10,6.626806364705239e-09
Test_233,0.9999994596592984,2.8316063150712674e-07,7.10976892898603e-10,2.5646909323022695e-07
Test_234,2.918745555475256e-06,5.764370439456715e-05,8.223215966582577e-11,0.9999394374678175
Test_235,2.931435768350745e-07,4.05458987656333e-05,6.1789813337396236e-12,0.9999591609514795
Test_236,2.8250237326170463e-06,0.9964557253928572,0.003034609430875188,0.000506840152535146
Test_237,2.852208777956288e-05,0.6752086627448969,1.5570400292244052e-05,0.32474724476703126
Test_238,1.4988762389096526e-06,0.00041628764560571705,0.9995822082160833,5.262071994286093e-09
Test_239,5.1890708262022844e-08,4.29038601391712e-05,0.9999570440719566,1.7719594584944816e-10
Test_240,2.675531414184211e-06,0.03564462896696305,0.9643518684530242,8.270485987482062e-07
Test_241,0.00045262017849385255,0.45588726200078356,0.5421650574297399,0.0014950603909829015
Test_242,3.189783697561159e-05,0.0004923315192395091,3.4625298380993724e-09,0.9994757671812549
Test_243,0.9999956366721567,1.0876354694738957e-06,9.057100696933882e-08,3.1851213671409144e-06
Test_244,2.3252427382997926e-05,0.019701538577414142,1.99205649186361e-06,0.9802732169387112
Test_245,2.6802036148782503e-05,0.01598405546882775,0.9839854967388264,3.6457561972315823e-06
Test_246,2.3509019705804648e-07,0.0005083956655469679,1.1198071698763857e-10,0.9994913691322749
Test_247,4.888306238164575e-06,0.017410013063527033,7.434289181518933e-08,0.9825850242873434
Test_248,0.001140816995814051,0.145618026825549,0.00035116755111590307,0.8528899886275211
Test_249,1.1288080878525684e-06,5.125362181965141e-05,0.9999476131179798,4.452113343571898e-09
Test_250,0.999999054928965,5.763633559877514e-07,8.196869670544681e-09,3.6051080965018706e-07
Test_251,0.999966528337459,1.9023047031747265e-05,4.388076706607476e-08,1.4404734741882449e-05
Test_252,0.0002163892809474371,0.8649913361965034,0.12888779304791417,0.005904481474634931
Test_253,1.537881217186641e-05,0.004245365406165542,5.0262323964231414e-08,0.9957392055193386
Test_254,4.258093666854696e-06,0.00032020386553824245,2.0934397435572306e-10,0.9996755378314507
Test_255,0.000838652996688492,0.0022059843839404097,8.874415285605749e-08,0.9969552738752178
Test_256,2.6977501285594083e-06,0.00026329904440723786,3.721588275970606e-10,0.9997340028333055
Test_257,3.49131459208116e-09,3.180243693482597e-06,0.9999968162627708,2.220813886547376e-12
Test_258,0.0006750294363061159,0.8858248484572744,0.11334935249960695,0.00015076960681253813
Test_259,0.0008500664392060026,0.015665251880240642,4.199774566948953e-06,0.9834804819059861
Test_260,6.635894393086894e-05,0.00022076109005186398,1.6946510842436274e-09,0.9997128782713662
Test_261,5.820890128145591e-08,1.7764162156882636e-05,0.9999821774765276,1.5241360182788175e-10
Test_262,5.432780064482498e-06,0.01243900116617618,6.02850265919536e-09,0.9875555600252568
Test_263,0.9999661731673527,2.6088918697723074e-06,1.6899823022468802e-08,3.120104095465431e-05
Test_264,0.9999984494602566,7.634047517702069e-07,1.2876270682490085e-08,7.742587209411326e-07
Test_265,1.158084786789799e-09,2.0940211099773285e-07,0.9999997894389141,8.892355354963936e-13
Test_266,2.5825893486282473e-06,4.4369732632472885e-05,4.283228498745997e-11,0.9999530476351868
Test_267,0.999999936472401,4.5563770914029835e-08,1.391684707978465e-09,1.6572143293145127e-08
Test_268,3.3471559956170733e-06,0.9979897049739448,0.0019184701618885785,8.847770817107448e-05
Test_269,0.9994056072906552,9.016343446558104e-05,1.4360836235362065e-07,0.0005040856665171351
Test_270,1.5455019769623923e-05,6.614620839172334e-05,5.35895101140479e-10,0.9999183982359439
Test_271,0.0001413832811921812,0.0005592650552319304,2.26515444406345e-08,0.9992993290120312
Test_272,3.0505328483344163e-05,0.007999806312123903,0.9919653691632982,4.319196094485959e-06
Test_273,0.9999988579217176,7.023058363247332e-07,4.62433681956709e-09,4.351481097956346e-07
Test_274,2.1697895766163426e-05,5.75123061856803e-05,0.9999206550363928,1.3476165579008406e-07
Test_275,0.0003324928213512447,0.552684690661071,0.4466356914124788,0.00034712510509884417
Test_276,1.0668448572202176e-05,0.006052027840479296,8.270877499121629e-08,0.9939372210021735
Test_277,5.032508855296279e-05,0.52269692231723,5.0142779377583056e-05,0.4772026098148395
Test_278,2.5282869384690782e-06,0.00032886192044748777,4.834061694916833e-10,0.9996686093092076
Test_279,1.470560486686272e-09,5.350505133689384e-07,0.999999463477133,1.793938643113069e-12
Test_280,2.695017014733303e-06,4.671852432214391e-05,5.0164533250137205e-11,0.9999505864084985
Test_281,8.667063788025804e-07,7.100205650791427e-05,4.966172725055339e-11,0.9999281311874515
Test_282,1.1411470197317532e-08,0.9999917620764174,2.9486461249505898e-08,8.197025650950073e-06
Test_283,1.0716334661348907e-06,0.0002020367094717227,0.9997968648373649,2.6819696876608016e-08
Test_284,6.835497578284371e-06,0.00017734130288123346,0.9998157847415617,3.845797895571937e-08
Test_285,8.214503311475298e-07,5.421910026952262e-05,2.96157697676787e-11,0.9999449594197838
Test_286,5.372876636245726e-07,1.70127661175823e-05,6.370549374370198e-12,0.9999824499398475
Test_287,0.0012986689091781167,0.17697373833384616,0.0009697386686415071,0.8207578540883343
Test_288,2.7939418795147038e-05,0.21688168066714103,3.9358007783697045e-05,0.7830510219062801
Test_289,6.987064947788762e-06,0.00027148214976086725,4.671439700944626e-10,0.9997215303181475
Test_290,1.1498990678616859e-07,0.00045066185829525224,0.9995492222472968,9.04501387646227e-10
Test_291,7.0490479176408544e-09,6.954056244219671e-05,0.9999304522297857,1.587249275301435e-10
Test_292,0.9999998610992538,8.404526531800383e-08,1.984201386457474e-08,3.5013467640599785e-08
Test_293,7.164140067061417e-07,8.874069678082799e-05,0.9999105404223434,2.4668689231582053e-09
Test_294,0.00010857358516886798,0.0010796385488792578,0.9988103874554085,1.4004105437134876e-06
Test_295,1.4155672313642657e-07,3.0162904123691884e-06,0.9999968419729978,1.7986741697959283e-10
Test_296,2.6490190840142875e-05,0.00019825516941814744,3.607633339585443e-09,0.9997752510321083
Test_297,4.387345006084835e-07,0.00010159306842000312,7.103767682760532e-11,0.9998979681260414
Test_298,4.115615374981917e-05,0.9816894546137374,0.01675380500257035,0.0015155842299426567
Test_299,0.000640896431466174,0.9098015079551975,0.04814397133681367,0.041413624276522405
